Product,ProductSubGroup,Mrp,InvoiceNo,WSalePrice,Itemcode,Barcode,InvoiceDate,Size,Note
GIRLS L F COAT,GIRLS WEAR,2000,ZMWH/INV/I399-787-01 Dec 2021,0,NO ITEMCODE,11281519,01-Dec-21,22
GIRLS L F COAT,GIRLS WEAR,2000,ZMWH/INV/I399-787-01 Dec 2021,0,NO ITEMCODE,11281520,01-Dec-21,24
GIRLS L F COAT,GIRLS WEAR,2500,ZMWH/INV/I399-787-01 Dec 2021,0,NO ITEMCODE,11281521,01-Dec-21,26
GIRLS L F COAT,GIRLS WEAR,3000,ZMWH/INV/I399-787-01 Dec 2021,0,NO ITEMCODE,11281522,01-Dec-21,28
GIRLS L F COAT,GIRLS WEAR,3350,ZMWH/INV/I399-787-01 Dec 2021,0,NO ITEMCODE,11281523,01-Dec-21,30
GIRLS L F COAT,GIRLS WEAR,3500,ZMWH/INV/I399-787-01 Dec 2021,0,NO ITEMCODE,11281524,01-Dec-21,32
GIRLS L F COAT,GIRLS WEAR,3655,ZMWH/INV/I399-787-01 Dec 2021,0,NO ITEMCODE,11281525,01-Dec-21,34
GIRLS L F COAT,GIRLS WEAR,3810,ZMWH/INV/I399-787-01 Dec 2021,0,NO ITEMCODE,11281526,01-Dec-21,36
B CUT WORK SAREES,SAREES,5000,ZMWH/INV/M40-246-29 May 2025,0,NO ITEMCODE,11483795,29-May-25,ZOAO055
B CUT WORK SAREES,SAREES,5000,ZMWH/INV/M40-246-29 May 2025,0,NO ITEMCODE,11483796,29-May-25,ZOAO055
B CUT WORK SAREES,SAREES,5000,ZMWH/INV/M40-246-29 May 2025,0,NO ITEMCODE,11483797,29-May-25,ZOAO055
B CUT WORK SAREES,SAREES,5000,ZMWH/INV/M40-246-29 May 2025,0,NO ITEMCODE,11483798,29-May-25,ZOAO055
B CUT WORK SAREES,SAREES,5000,ZMWH/INV/M40-246-29 May 2025,0,NO ITEMCODE,11483799,29-May-25,ZOAO055
B CUT WORK SAREES,SAREES,5000,ZMWH/INV/M40-246-29 May 2025,0,NO ITEMCODE,11483800,29-May-25,ZOAO055
B CUT WORK SAREES,SAREES,5000,ZMWH/INV/M40-246-29 May 2025,0,NO ITEMCODE,11483801,29-May-25,ZOAO055
B CUT WORK SAREES,SAREES,5000,ZMWH/INV/M40-246-29 May 2025,0,NO ITEMCODE,11483802,29-May-25,ZOAO055
B CUT WORK SAREES,SAREES,5000,ZMWH/INV/M40-246-29 May 2025,0,NO ITEMCODE,11483803,29-May-25,ZOAO055
B CUT WORK SAREES,SAREES,5000,ZMWH/INV/M40-246-29 May 2025,0,NO ITEMCODE,11483804,29-May-25,ZOAO055
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541157,18-Mar-26,1
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541158,18-Mar-26,1
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541159,18-Mar-26,1
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541160,18-Mar-26,1
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541161,18-Mar-26,2
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541162,18-Mar-26,2
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541163,18-Mar-26,2
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541164,18-Mar-26,2
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541165,18-Mar-26,3
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541166,18-Mar-26,3
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541167,18-Mar-26,3
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541168,18-Mar-26,3
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541169,18-Mar-26,4
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541170,18-Mar-26,4
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541171,18-Mar-26,4
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541172,18-Mar-26,4
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541173,18-Mar-26,5
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541174,18-Mar-26,5
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541175,18-Mar-26,5
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11541176,18-Mar-26,5
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542406,18-Mar-26,RWM036
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542407,18-Mar-26,RWM036
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542408,18-Mar-26,RWM036
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542409,18-Mar-26,RWM036
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542410,18-Mar-26,RWM036
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542411,18-Mar-26,RWM036
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542412,18-Mar-26,RWM036
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542413,18-Mar-26,RWM036
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542414,18-Mar-26,RWM036
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542415,18-Mar-26,RWM036
B DHURANDAR,BOYS WEAR,1200,ZMWH/INV/M311-747-18 Mar 2026,0,NO ITEMCODE,11542416,18-Mar-26,RWM036
